cb	mojikyo	entity	uni_flag	unicode	nor_unicode	des	nor	cx
14607						[口*垣]		
14608						[口*修]		
14609			0	20E73		[口*桀]		
14610						[口*黨]		
14611			0	21344		[土*居]		
14612			1	5A1A		[女*男]		
14613						[尸@虫]		
14614						[弓*卑]		
14615			0	26767		[月*甚]	腩	
14616			0	444D		[月*嬰]		
14617			1	6827		[木*曳]		
14618						[木*頁]		
14619						[木*荷]		
14620			1	7089		[火*戶]	爐	
14621						[火*沙]		
14622			0	24318		[火*索]		
14623						[虫*致]		
14624			0	45BD		[利/虫]	蜊	
14625						[尾*焰]		
14626			0	27D38		[貝*冘]	耽	
14627			1	93EA		[金*曹]		
14628			0	28D30		[門@作]		
14629						[亭*必]		
14630						[活/心]		
14631						[面*壹]		
14632						[執/示]		
14633						[齒*菁]		
14634						[薜/王]		
14635						[匚@田]		
14636						[妢/心]		
14637			1	9093		[郰-耳]		
14638						[綀*頁]		
14639			0	235AC		[橛-厂]		
14640						[仁-二+胡]		
14641			0	39E6		[打-丁+旬]		
14642						[任-士+友]		
14643			0	2265D		[怡-台+先]		
14644						[泳-永+將]		
14645			0	28E3C		[阿-可+必]		
14646			0	28E1C		[阿-可+殳]		
14647			0	22BF4		[按-女+交]		
14648						[狼-艮+几]		
14649						[病-丙+睒]		
14650						[飢-几+烝]		
14651						[啗-口+尾]		
14652			0	27A3E		[琛-王+言]		
14653			0	27FEB		[跳-兆+斗]		
14654						[跳-兆+离]		
14655			0	3B92		[標-示+土]		
14656						[擷-吉+束]		
14657						[葒-工+妾]		
14658						[(田/廾)*也]		
14659			0		2A631	[齒*(人/有)]		
14660						[口*(羲-ㄎ+乃)]		
14661			0		36EA	[女*(電-雨+大)]		
14662			0		273BF	[病-丙+(矢/虫)]		
14663						[喲-勺+(一/旦)]		
14664						[罩-卓+(羊*毛)]	罽	
14665			0		26313	[罩-卓+(炎*毛)]	罽	
14666						[卄/((日/八)*鳥)]		
14667						[踢-勿+(八/夕/寸)]		
14668			0	41B4		[窞-臼+(電-雨+田)]		
14669						[(乂*斤)/(竺-二+?)]		
14670						[(止/天)*((巨-匚)/又)]		
14671						[(伿-口+且)/卄/(口*口)]		
14672						[(伿-口+且)/十/(口*口)]		
14673						[(伿-口+且)/(口*口*口*口)]		
14674						[烈-列+(狂-王+((車/一)*力))]		
14675						[沉@?]		
14676						[冰-水+胥]		
14677						[乏-之+(屯-〦)]		
14678						[缹-午+千]		
14679			0	355A		[、*叉]		
14680						[日/恭]	暴	
14681						[姦*干]	奸	
14682						[序-予+槃]		
14683						[擒-离+干]		
14684						[藐-白+臼]		
14685			0	249DB		[王*帝]		
14686						[王*(止/少)]		
14687			0	4610		[血*(梁-木-(泳-永))]	衄	
14688			0	28A7B		[鍐-乂+又]	鍐	
14689						[田*累]		
14690			0	24CB5		[田*待]	庤	
14691			0	26AF3		[卄/〡]		
14692						[卄/山/(母-(、/、)+〡)]	莓	
14693						[冰-水+(一/廾)]		
14694						[胎-ㄙ+口]		
14695			0	20991		[、廾、、、]	叔	
14696						[蹲-酋+(十/田)]		
14697						[埁-今+(歹*戈)]		
14698			1	6F98		[漜-土+日]	潸	
14699						[王*(利/尒)]		
14700						[血*(瓜-、)]		
14701			1	5892		[土*商]		
15000						[才-?]		
15001						[田/?]		
15002						[○@●]		
15003						[○@尾]		
15004			0	26CB7		[卄/泣]		
15005						[卄/哀]		
15006			0	4560		[卄/廢]		
15007			0	4562		[卄/磋]		
15008			0	29F97		[刁*鳥]		
15009			0	35FB		[口*過]		
15010			0	21114		[口*聲]		
15011			0	3650		[土*耑]		
15012						[土*島]		
15013			0	216C1		[女*勿]		
15014			1	5991		[女*巴]	妃	
15015			0	21D7A		[山*勾]	岣	
15016			0	3817		[山*奧]	嶴	
15017			1	5DC4		[山*龍]	巃	
15018			1	5CBA		[山/令]	岭	
15019						[山/由]		
15020			0	21DFE		[山/酉]	崷	
15021						[巾*胃]		
15023						[日*牟]		
15024						[日*秋]		
15025						[日*耶]		
15026			0	2688C		[月*賣]	殰	
15027			0	233D1		[木*巾]		
15028			0	24962		[王*告]		
15029						[北/力]		
15030			0	2233F		[田/廾]		
15031			0	24F82		[白*宛]		
15032			0	34B5		[白/八]	貌	
15033						[目*几]		
15034			0	255A3		[石*萬]		
15035			0	41B3		[穴/逐]	邃	
15036			0	263EA		[羊*霝]	羚	
15037						[耒*于]		
15038						[耳*煞]		
15039			0	26A31		[舟*聿]	津	
15040			0	4473		[舟*侖]		
15041						[言*荅]	譗	
15042			0	2881B		[酉*瓦]		
15043			0	4974		[金*嶲]		
15044			1	95C2		[門@卷]	闀	
15045						[門@固]		
15046			0	49A8		[門@東]	闌	
15047						[骨*栗]		
15048			1		9F9E	[敝/龜]	鱉	
15049						[敖/大]		
15050			1	9BFF		[魚*扁]		
15051			1	6BBB		[殼-一]	殼	
15052			0	3503		[絕/刀]		
15053			0	3522		[絕/力]		
15054			1		8D0B	[雁/貝]	贗	
15055						[寧*頂]		
15056						[賣*頁]		
15057						[蹶-欠]	跅	
15058						[夔-八]	夔	
15060			0	38DA		[彳*同]		
15061						[彳*貝]		
15062						[髟/釆]		
15063						[凡/?/一]		
15064						[口*禾*ㄗ]		
15065						[仁-二+日]		
15066			0	20007		[且-目+日]	且	
15067			0	22B81		[打-丁+於]		
15068			1	63A6		[打-丁+易]	剔	
15069			1	63E6		[打-丁+剌]		
15070			1	51C2		[冰-水+免]	浼	
15071			1	51D1		[冰-水+奏]	湊	
15072			0		39DE	[托-七+友]	拔	
15073						[曲-曰+口]		
15074						[佇-丁+兀]		
15075						[罕-干+二]		
15076						[妳-女+口]		
15077			1	5F5A		[帚-巾+果]	彙	
15078						[泳-永+毒]		
15079			0	3D5E		[泳-永+愁]		
15080						[爬-爪+瓜]	爬	
15081			0	41FF		[竺-二+束]	策	
15082						[竺-二+陋]		
15083						[肱-月+日]		
15084			0	28E30		[阿-可+尻]		
15085			0	231B6		[勉-力+日]	晚	
15086			0	2563F		[春-日+示]	秦	
15087						[郊-父+ㄓ]	村	
15088			1	75EC		[病-丙+易]		
15089			1	9CEC		[梟-木+几]	鳧	
15090						[焊-干+恭]	爆	
15091			1	908C		[這-言+黎]		
15092			1		6677	[晷-人+卜]	晷	
15093			0	4804		[跳-兆+典]		
15094						[辟/一/尢]		
15095			1	89A7		[監-皿+見]	覽	
15096						[魅-未+甾]		
15097			1		9EAB	[麩-夫+丐]	麵	
15098			1	5650		[器-犬+工]	器	
15099						[憑-馬+氏]		
15100						[嶽-狺+南]		
15101			1	8066		[聰-囪+匆]	聰	
15102			0	4CCC		[鵑-口+ㄙ]	鵑	
15103						[鼕-支+皮]	鼕	
15104						[穫-禾+瓜]	擭	
15105						[蠢-春+子]		
15106			1		9B31	[鬱-山+止]	鬱	
15107			0		27611	[袀-二+一]		
15108			0		2048B	[离-禸+几]	兇	
15109			0	266BE		[离-禸+月]	胸	
15110			0	270CF		[莰-土+蜀]	歜	
15111			1		89B7	[覤-儿+丘]	覷	
15112						[鴳-女+隹]	鶴	
15113						[繘-ㄇ+囗]		
15114						[鵓-十+士]		
15115						[(巨-匚)@二]		
15116						[(束*束)/人]	僰	
15117			0	2007C		[、/(、*、)]		
15118						[工*(老/目)]		
15119			0	3E45		[牛*(匆/心)]	總	
15120						[示*(由/大)]		
15121						[馬*(亞/田)]		
15122			1	66D3		[日/出/大/本]	暴	
15123						[壹-豆+(?/呆)]		
15124						[(冰-水+斬)/耳]		
15125			0		2A599	[(鼻-丌+廾)*勾]	齁	
15126			0	25991		[穴/(來-大+土)]	窣	
15127						[聿-干+(恭-共)]		
15128						[佛/(佛*佛)/魔]		
15129						[序-予+(口/土)]		
15130						[狂-王+(ㄆ/巾)]		
15131						[邱-丘+(看-目)]	邦	
15133			1	898A		[栗-木+(革*馬)]	羈	
15134			1	53E0		[桑-木+(疊-畾)]	疊	
15135			1	7FAE		[羔/(乏-之+夫)]	羹	
15136						[匙-匕+(妳-女)]		
15137			0	25AB0		[竟-立+(立*立)]	競	
15138						[漪-大+(立-一)]	漪	
15139			1	6C97		[暴-(日/共)+天]		
15140						[齒*(虎-儿+日)]		
15141						[邂-(刀/牛)+羊]	邂	
15143						[鷂-缶+(工/山)]	鷂	
15144						[璫-口+(一/口)]		
15145			0		262B1	[(ㄇ@(企-止))/圭]	罣	
15146			0	203A6		[仁-二+(強-ㄙ+口)]		
15147			1	6FF5		[沱-匕+(眉-目+貝)]	濱	
15148			0	26615		[書-曰+(且-二+人)]	畫	
15149						[聲-耳+(咒-几+工)]		
15150			0	29BED		[鬃-示+(眉-目+貝)]	鬢	
15151						[惛-氏+(尤-尢+氏)]	惛	
15152						[梇-王+(白-日+田)]	椑	
15153			0		4ACC	[((白-日+田)/廾)*頁]		
15154						[(采-木+(工/山))*鳥]	鷂	
15155			0	20665		[(馮-(烈-列)+廾)/几]	憑	
15156			1		7891	[石*((白-日+田)/廾)]	碑	
15157						[虫*(葛-(└@人)+匕)]	蠟	
15158						[虫*(羸-口+(罩-卓))]	蠃	
15159						[書-曰+((烈-列)/曰)]		
15160			0		2972F	[館-(耜-耒)+(火/又)]	餿	
15161						[(滾-口+(白-日))-〦+二]	滾	
15162			0	3A17		[拈-口+(足-口+(雪-雨))]	捷	
15163						[飢-几+(白-日+(田/廾))]		
15164						[(厂@((既-旡)-日+口))*頁]		
15165			0		294EA	[(彔-(彖-豕)+(┐@一))*頁]		
15166						[蒙-卄+((並-(前-刖))-一)]	蒙	
15167						[朦-卄+((並-(前-刖))-一)]	朦	
15168						[髟/(鼠-臼+(ㄇ@(企-止)))]	鬣	
15169						[薿-(予-(丁-一))+(了-(丁-一))]		
15170						[〦/(刀*了*(留-刀-田))/(目*目)/一/八]		
15171						[?/巫]		
15172						[□@智]		
15173			1	82A6		[卄/戶]		
15174						[口*佗]		
15175			0	21E50		[山*隹]	崔	
15176						[山/句]		
15177			0		37FA	[山/婁]	嶁	
15178						[巾*光]		
15179						[少/隹]	雀	
15180						[日*之]	時	
15181			0	23185		[日*乏]		
15182			1	816A		[月*軍]		
15184			0	23876		[木*鹽]		
15185						[歹*舌]		
15186						[白*畢]		
15187			1	770F		[目*央]		
15188			0	2659F		[耳*忽]	聰	
15189						[眉*頁]		
15190			0	292F0		[革*紂]	紂	
15191			1	6761		[檠-苟]	條	
15192						[爿*旁]		
15193						[豸*昔]		
15194						[打-丁+咢]		
15195			0	20610		[冰-水+亶]		
15196			1		83FF	[利-禾+荎]		
15197			0	2260C		[怡-台+弘]		
15198			0	24075		[泳-永+閭]		
15199			0	20D2C		[唷-月+木]	喋	
15200						[悍-干+夕]		
15201			1	70B9		[烈-列+占]	點	
15202			0	28018		[跳-兆+羊]		
15203			0	28078		[跳-兆+戾]		
15204						[怊-口+又]		
15205						[啀-口+月]		
15206			1	7748		[睊-月+王]		
15207						[劄-合+今]		
15208			0	207C5		[劄-合+至]		
15209						[駋-口+巴]		
15210						[懨-猒+火]	恢	
15211						[瓜*(雚/又)]		
15212						[糸*(兔/兔)]		
15213			1	9154		[酉*(九/十)]	醉	
15214			0	28D69		[門@(幅-巾)]		
15215			1	98C5		[颱-台+((一/(匚*〡*〡*(巨-匚)))/田)]	飀	
15216						[(乏-之+虫)*善]		
15217						[(殺-几+口)/木]		
15218			1	5C29		[(毤-ㄙ)-毛+王]	尪	
15219						[卄/(齋-示+貝)]		
15220						[門@(留-田+皿)]		
15221			0	289B5		[錨-田+(└@人)]	鋩	
15222						[賏/(冗-几+鳥)]		
15223			1		5586	[(土/口)*(土/口)]	哲	
15224						[(虺-兀+元)-虫+骨]		
15225						[狂-王+(茬-土+圭)]		
15226						[((夒-八)-一+卄)-自+白]		
15227						[烈-列+((冰-水)*目*巳)]		
15228						[懞-卄+((並-(前-刖))-一)]	懞	
15229						[抸-之+((乖-千+┬)-(北-匕)+土)]		
15230						[○@□]		
15231						[○@─]		
15232						[○@│]		
15233						[○@魚]		
15234			0	20E9C		[口*荖]	嗟	
15235			0	21DB5		[山*共]		
15236						[山/別]		
15237						[巾*真]		
15239						[日*示]		
15240			1	81D4		[月*賢]		
15241			1	6973		[木*某]	梅	
15242						[歹*肖]		
15243						[卯/貝]		
15244			1	76A2		[白*堯]		
15245			0		4036	[眐-止+艮]		
15246			0	42BA		[糸*互]		
15247						[言*里]		
15248			0	2889D		[酉*舀]	餡	
15249						[涼*尤]		
15250			1	8D11		[章*貢]	贛	
15251						[就/土]		
15252						[彳*桀]		
15253						[沭*亍]		
15254						[仁-二+賴]		
15255						[企-止+古]		
15256						[泳-永+汞]		
15257						[竺-二+哀]		
15258						[阿-可+桀]		
15259						[冠-寸+文]		
15260						[癸-天+貝]		
15261			0	24E33		[病-丙+豈]		
15262			0	296BC		[飢-几+丕]		
15263						[跳-兆+目]		
15264			0	365C		[膏-月+土]	臺	
15265			0		20057	[奭-人+大]	奭	
15266						[犛-牛+力]	剺	
15267						[擂-田+畾]		
15268						[穫-禾+爪]		
15269			0	29517		[類-犬+女]	類	
15270						[(束*束)/火]		
15271						[○/(○*○)]		
15272						[一/(尸@豕)]		
15273						[旦/(巢-果)]		
15274			0		432B	[纜-(罩-卓)]	纜	
15275						[穴/(龍-月+口)]		
15276			1	687A		[柳-(廾-一)+丌]	柳	
15277						[喀-各+(而/丁)]		
15278						[魔/(魔*魔)/佛]		
15279						[菤-(券-刀)+大]	巷	
15280						[醠-央+(八/万)]	醯	
15281			1		9A10	[騇-古+(一/心)]	驗	
15282						[(┐@三)*(田/?)]		
15283						[水-?+(曲-曰+口)]		
15284						[(奧-釆+米)-大+万]		
15285						[涳-工+(衣-〦+ㄙ)]		
15287			0	35CB		[口*(危-(夗-夕)+矢)]	喉	
15288						[王*(十/(罩-卓+衣))]		
15289			1	86F1		[蛺-(人*人)+(前-刖)]	蛺	
15290			0	25C51		[竺-二+(羌-儿+(鬼-(白-日+田)))]		
15291			1	8421		[卄/泊]		
15292			0	21F87		[山*廣]		
15293			1		5D4B	[山/眉]	嵋	
15294			0	2317F		[日*台]		
15295			0	24284		[火*其]		
15296			1	7445		[王*是]	珶	
15297			0	24A04		[王*素]		
15298			0	24A54		[王*童]		
15299			0	24AB3		[王*慧]		
15300			0	4090		[矢*出]		
15301						[羊*飛]		
15302			0		279FF	[孝*言]	教	
15303			0	22F6C		[東*ㄆ]		
15304						[俑/心]		
15305						[智*亍]	智	
15306			0	21A02		[寤-爿]	寤	
15307						[竄-八]	竄	
15308			0	20676		[凵@了]		
15309			0	20A99		[厂@異]		
15310			0	27D1B		[豸*解]	獬	
15311			1	58C4		[楙/土]	野	
15312			1		702B	[瀫-一]	瀫	
15313			0	3D7D		[灅-土]		
15314						[朢-月+(乞-乙+(、/、))]		
15315						[米-木+八]		
15316						[尬-介+首]		
15317			0	23F58		[沆-几+桀]		
15318			0	247E1		[狂-王+皇]	獚	
15319						[狂-王+旁]		
15320			1	6F0B		[泳-永+隆]		
15321						[泳-永+慱]		
15322			0	28E12		[阿-可+九]		
15323			0	2726E		[施-方+虫]	蛇	
15324			1	9241		[珍-王+金]	珍	
15325						[逅-口+巿]	遞	
15326			0	3DC9		[尉-小+火]		
15327						[船-口+工]		
15328						[款-士+止]		
15329			1	5D57		[歲-止+山]	歲	
15330						[噗-口+串]		
15331						[盥-水+米]	盥	
15332						[璨-夕+歹]	燦	
15333			0	2220B		[膺-倠+ㄙ]		
15334			0	20DE3		[呺-ㄎ+虫]	嗤	
15335						[柅-匕+辛]		
15336						[睊-月+虫]		
15337						[褧-火+少]		
15338						[蘩-ㄆ+殳]	蘩	
15339						[籯-貝+爻]	籯	
15340			0	29505		[(囟/丌)*頁]		
15341			0	21481		[土*(天/韭)]		
15342						[山/(尸@目)]		
15343			0	21E05		[山/(弓*ㄆ)]	弢	
15344						[(○*○*○)/＝]		
15345						[(〦-一+尸)@豕]		
15346						[(鼻-丌+兀)*勾]	齁	
15347						[吆-ㄙ+(尢-一)]	吮	
15348						[糸*(藍-一+二)]		
15349						[剜-夗+(夕*匕)]	剜	
15350						[涅-土+(爿*片)]		
15351			0	26D9C		[茫-亡+(姬-女)]		
15353			0	28A86		[錡-大+(立-一)]	錡	
15354						[媏-而+(一/虫)]	媸	
15355						[沽-十+(尤-尢+氏)]		
15356						[媲-囟+(色-巴+囚)]		
15357						[誌-士+(句-口+ㄆ)]	謥	
15358						[琮-示+(眉-目+貝)]	璸	
15360						[○@((○*○)/(○*○))]		
15361						[(百-日+目)/(冗-几+岐)]	夔	
15362						[跳-兆+((田-十+卄)/八)]		
15363						[盡-(烈-列)+(白*〡*白)]	衋	
15364						[禾*(爾-(平-十)+(釆-木))]	苾	
15365						[○@、]		
15366						[○@(?/─)]		
15367						[○@(─/?)]		
15368						[(中-口+○)-│+卜]		
15369			1	25D1		[○@(│*?)]		
15370						[○@∴]		
15371						[○@⊙]		
15372						[○@女]		
15373						[○@虎]		
15374						[┘*└]		
15375			1	8384		[卄/更]		
15376			0	44A2		[卄/卬]		
15377						[久/木]		
15378			0	3631		[土*冉]	坍	
15379			0	215DD		[大/弓]	夷	
15380			0	21D40		[山*亡]		
15381						[山*急]		
15382			0	21F93		[山*層]		
15383			1	5CDD		[山/同]		
15384			0	20BF3		[勿/口]		
15385			0	3B58		[木*合]		
15386			0	3B71		[木*匣]	匣	
15387						[火*爭]		
15388			1	7179		[火*冓]		
15389			1	7581		[田*翏]		
15390			1	772B		[目*半]		
15391						[目*居]		
15392			0	252C6		[目*敦]		
15393						[示*里]		
15394			0	2A026		[式*鳥]	鷘	
15395			0	26543		[耳*丹]		
15396			0	22342		[自/廾]	鼻	
15397						[舟*呂]		
15398			0	27267		[虫*去]		
15399						[貝*卑]		
15400			0	28279		[身*國]		
15401			0	2829B		[身*歷]		
15402			0	2838A		[車*袞]		
15403			0	288AC		[酉*荼]		
15404			1	91BF		[酉*縻]	醾	
15405			0	2A0D9		[者*鳥]		
